X,Y,ObjectId,ogcfid,title,description,url_1,create_date,last_date,numeric_1,date_1,date_2,list_1,datum_exportu,GlobalID
1847310.9156,6303930.9434,452,8305,Marie Burešová-Staňková,operní a koncertní pěvkyně,https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=12509,2019/02/01 00:00:00+00,2019/02/01 00:00:00+00,,1922/07/23 00:00:00+00,1963/06/21 00:00:00+00,63,2023/08/17 00:00:00+00,{0E6EE50E-CC0F-4270-88A5-741D8C95342C}
1847377.6405,6304071.6852,453,8306,Ottokar Franz Burghart,"stavební inženýr, městský stavební ředitel, spisovatel; tvůrce význačných staveb v Brně a ve Znojmě",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=6035,2019/02/01 00:00:00+00,2020/07/29 00:00:00+00,,1843/03/10 00:00:00+00,1908/01/18 00:00:00+00,51,2023/08/17 00:00:00+00,{AA81F467-71D2-4C6C-9E1F-FB62298B3F27}
1847222.3832,6303806.1404,454,8307,Jan Caha,profesor právních věd brněnské české techniky a její rektor v letech 1928–1929,https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2131,2019/02/01 00:00:00+00,2019/02/01 00:00:00+00,,1872/08/13 00:00:00+00,1937/01/10 00:00:00+00,65,2023/08/17 00:00:00+00,{AA66F9F5-0102-4DE5-A75B-0ABBD54AC995}
1847144.5264,6304151.6091,455,8308,Jaroslav Jan Caha,"úředník, zemský prezident",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2473,2019/02/01 00:00:00+00,2019/02/01 00:00:00+00,,1883/06/20 00:00:00+00,1941/01/23 00:00:00+00,61,2023/08/17 00:00:00+00,{EC76C916-0B1C-4B2F-88E1-3EB6DD0C6CA0}
1846763.4463,6304094.3138,456,8309,Jan Calábek,"profesor fyziologie rostlin působící na MU v Brně a na VŠZ v Brně, jeden z průkopníků a popularizátorů vědecké kinematografie, zakladatel Laboratoře vědeckého filmu ČSAV",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=42,2019/02/01 00:00:00+00,2019/02/01 00:00:00+00,,1903/03/08 00:00:00+00,1992/01/29 00:00:00+00,65,2023/08/17 00:00:00+00,{85C007BE-CDDF-43AE-B935-E03DD634B0C4}
1847492.6558,6303895.239,457,8310,Bohuslav Cemper,"římskokatolický kněz, 3. kanovník Královské stoliční kapituly sv. Petra a Pavla v Brně
",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=13456,2019/02/01 00:00:00+00,2019/02/23 00:00:00+00,,1925/01/21 00:00:00+00,2006/11/13 00:00:00+00,52,2023/08/17 00:00:00+00,{63E7D81F-8AC4-46C3-8EDA-1A26E3266C70}
1847320.6672,6303694.9601,458,8311,Emil Coufalík,"pedagog, ředitel českých škol ve Vídni",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=32974,2019/02/01 00:00:00+00,2019/02/01 00:00:00+00,,1885/05/02 00:00:00+00,1958/12/19 00:00:00+00,67,2023/08/17 00:00:00+00,{B879D334-49B0-4F47-802E-E43252FE5990}
1847317.5725,6303634.6203,459,8312,Johann Czikann,starosta města Brna v letech 1804–1821,https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2815,2019/02/01 00:00:00+00,2019/02/01 00:00:00+00,,,1821/11/16 00:00:00+00,61,2023/08/17 00:00:00+00,{5E6D0D34-5EE3-4A7A-B06C-209248860156}
1846831.8856,6303996.0187,460,8313,František Čáda,"právní historik středoevropských, českých a československých dějin státu a práva, kodikolog, dlouholetý pracovník Komise pro soupis rukopisů ČSAV",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=15776,2019/02/01 00:00:00+00,2019/02/01 00:00:00+00,,1895/05/30 00:00:00+00,1975/10/10 00:00:00+00,65,2023/08/17 00:00:00+00,{BAB7F8EF-8D68-4D5E-8920-3CA58F55A0E9}
1846763.9473,6303999.7135,461,8314,Tomáš Čep,"pedagog, filozof, účastník domácího odboje",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=3503,2019/02/01 00:00:00+00,2019/02/01 00:00:00+00,,1888/09/03 00:00:00+00,1959/10/17 00:00:00+00,67,2023/08/17 00:00:00+00,{1D619399-56A8-4080-9E27-C9D5189C301D}
1847216.1493,6303909.422,462,8315,Josef Černocký,ředitel kůru a sbormistr,https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=13161,2019/02/01 00:00:00+00,2019/02/01 00:00:00+00,,1881/12/13 00:00:00+00,1932/12/01 00:00:00+00,63,2023/08/17 00:00:00+00,{8BFBA6BA-943D-4B37-9917-A5CBC951547A}
1847400.4165,6303966.6309,463,8316,Josef Daněk,"salesián, římskokatolický kněz",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=23213,2019/02/03 00:00:00+00,2019/02/03 00:00:00+00,,1951/05/06 00:00:00+00,2013/12/10 00:00:00+00,52,2023/08/17 00:00:00+00,{44A821DC-4CFE-4C98-B5FF-E80D611C750C}
1847277.6533,6303803.7568,464,8317,Ladislav Daněk,"advokát, politik",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=5146,2019/02/03 00:00:00+00,2019/02/03 00:00:00+00,,1889/04/22 00:00:00+00,1961/03/07 00:00:00+00,61,2023/08/17 00:00:00+00,{EF0C670B-4F17-4808-88F4-A3A7C78F0B3B}
1847436.1946,6303367.9656,465,8318,Jan Dokládal,profesor České vysoké školy technické v Brně,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=5149,2019/02/03 00:00:00+00,2019/02/03 00:00:00+00,,1890/12/26 00:00:00+00,1977/01/18 00:00:00+00,65,2023/08/17 00:00:00+00,{EBD68D66-1747-454E-A412-F843BBD13E39}
1847436.2057,6303367.9827,466,8319,Milan Dokládal,"anatom, antropolog, vysokoškolský pedagog",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=14317,2019/02/03 00:00:00+00,2019/02/03 00:00:00+00,,1928/09/01 00:00:00+00,2004/09/30 00:00:00+00,56,2023/08/17 00:00:00+00,{9CFC15CC-F6BF-4B93-B09C-209580F123C0}
1847161.536,6303277.4766,467,8320,Vladislav Dokoupil,knihovník,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=13493,2019/02/03 00:00:00+00,2019/02/03 00:00:00+00,,1918/05/01 00:00:00+00,1992/03/25 00:00:00+00,67,2023/08/17 00:00:00+00,{F41B5D78-9478-4BB4-9CAE-D8B03198FE2E}
1847392.1232,6304177.6773,468,8321,Josef Donát,"technik a podnikatel, zakladatel a spolumajitel elektrotechnické a strojnické továrny",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2612,2019/02/03 00:00:00+00,2020/09/22 00:00:00+00,,1858/02/22 00:00:00+00,1937/03/14 00:00:00+00,60,2023/08/17 00:00:00+00,{F1187A76-1C99-4A19-A210-B133B1354749}
1847673.9507,6303172.33,469,8322,Alois Dorotík,brněnský cukrář a kavárník,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=14933,2019/02/03 00:00:00+00,2019/02/03 00:00:00+00,,1917/03/28 00:00:00+00,,60,2023/08/17 00:00:00+00,{6E2DBBD4-2994-42B0-9D4B-B55FBA6E7EA9}
1846994.4899,6303574.0085,470,8323,Valerie Dresslerová,právnička,https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31554,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1910/01/05 00:00:00+00,1945/07/04 00:00:00+00,67,2023/08/17 00:00:00+00,{77943DD8-3E0C-4F58-AFE7-38B680DF72B3}
1847088.6551,6303888.752,471,8324,Bernardina Drgáčová,ředitelka čsl. dětských ozdravoven M. Steyskalové v Crikvenici,https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31251,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1887/05/18 00:00:00+00,1951/08/12 00:00:00+00,67,2023/08/17 00:00:00+00,{F1F23DC1-DEE6-4CD0-B233-D0EB1631611F}
1847536.7494,6303084.4308,472,8325,Jaroslav Dřímal,"archivář - historik; první archivář zemského hlavního města Brna, po 2. světové válce první ředitel Archivu města Brna; v letech 1929–1939 a 1945–1948 pověřen vedením dnešního Muzea města Brna",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2194,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1905/07/09 00:00:00+00,1975/08/11 00:00:00+00,67,2023/08/17 00:00:00+00,{0D5A6289-97A1-48C8-B1B3-B5AB8C2310B9}
1847305.3385,6303673.6096,473,8326,Josef Ducháček,římskokatolický kněz,https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=32011,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1912/10/20 00:00:00+00,1985/09/25 00:00:00+00,52,2023/08/17 00:00:00+00,{47AD8F07-BDCE-40F1-A311-C609E2320B32}
1847169.9629,6303877.8551,474,8327,Antonín Dvořák,stavitel v Brně,https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=24547,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1885/06/06 00:00:00+00,,,2023/08/17 00:00:00+00,{1D53ED47-5B82-4D3D-A02E-3AAB648F6492}
1847169.8181,6303878.0083,475,8328,František Dvořák,"pedagog, ředitel správy realit",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=5161,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1883/01/22 00:00:00+00,1936/09/06 00:00:00+00,67,2023/08/17 00:00:00+00,{D9B26C5A-EFC7-4D14-8A4F-715D1F65F468}
1847320.6561,6303828.7853,476,8329,Adolf Erhart,"jazykovědec - indoevropeista, vysokoškolský profesor",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=6950,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1926/05/31 00:00:00+00,2003/08/11 00:00:00+00,64,2023/08/17 00:00:00+00,{DF55C9B9-6B76-439A-89BE-2AA6CBB25A60}
1847320.6783,6303828.7002,477,8330,Adolf Erhart,"inženýr, agrární stavební komisař v Brně",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=25066,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1891/09/06 00:00:00+00,,,2023/08/17 00:00:00+00,{4EFE564F-B2C0-4CE9-85B3-A693C03A6E01}
1847320.6783,6303828.6832,478,8331,Adolf Erhart,"pedagog, středoškolský profesor (matematika a deskriptivní geometrie)
",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=9138,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1853/06/10 00:00:00+00,1916/11/06 00:00:00+00,64,2023/08/17 00:00:00+00,{71730BD7-4A4C-496E-9C93-1B627F3E4D2A}
1847401.0287,6303332.9276,479,8332,Eduard Ernst Essler,průmyslník ve vlnařství,https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=7072,2019/02/04 00:00:00+00,2020/09/23 00:00:00+00,,1855/12/25 00:00:00+00,1929/05/25 00:00:00+00,60,2023/08/17 00:00:00+00,{BBF5388D-0583-4116-B3B7-6F2C7578395C}
1846841.2253,6303899.9213,480,8333,František Fabianek,akademický sochař,https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=1741,2019/02/04 00:00:00+00,2020/04/01 00:00:00+00,,1884/10/14 00:00:00+00,1967/12/03 00:00:00+00,63,2023/08/17 00:00:00+00,{E7C73523-181D-4FC5-80DB-7E9608AD3C47}
1847339.5581,6303460.4987,481,8334,Ferdinand Falber,zemský vrchní účetní rada,https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31549,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1874/08/30 00:00:00+00,1971/07/01 00:00:00+00,67,2023/08/17 00:00:00+00,{B12FF605-6F3C-470D-AB09-57A6533B662E}
1847339.5804,6303460.5668,482,8335,Leo Falber,"elektroinženýr, prokurista továrny na výrobu destilačních aparatur v Brně-Komárově (později Chirana)",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31548,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1901/09/16 00:00:00+00,1964/04/20 00:00:00+00,60,2023/08/17 00:00:00+00,{6A5AEE36-BE69-4B02-8E30-B4DE4ABBC926}
1847534.9349,6303207.6738,483,8336,Emil Faltys,zakladatel a dlouholetý ředitel Dělnické pekárny na Vranovské 47,https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31859,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1937/08/01 00:00:00+00,,60,2023/08/17 00:00:00+00,{55C22462-0F6C-4E0A-8496-D5035C4C9240}
1847694.4446,6303027.7897,484,8337,Alois Farlík,"profesor VUT v Brně, odborník ve zbrojním průmyslu",,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1900/10/23 00:00:00+00,1985/07/04 00:00:00+00,65,2023/08/17 00:00:00+00,{4E7C0673-1A84-4AF2-A73E-4DDDA17F5E66}
1847003.4957,6303998.2662,485,8338,Bohumil Fišer,"lékař, fyziolog, experimentální a klinický kardiolog; politik",,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1943/10/22 00:00:00+00,2011/03/21 00:00:00+00,57,2023/08/17 00:00:00+00,{9B51414B-BA1C-4615-BAA5-27C0FD5FBA13}
1847102.9597,6303387.4767,486,8339,Ladislav Fišer,lékař,https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=33021,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1894/06/24 00:00:00+00,,54,2023/08/17 00:00:00+00,{B45B765E-8809-436E-9437-82DBC02BBD20}
1847326.5115,6303636.3229,487,8340,Antonín Fleischer,"lékař; vrchní zdravotní rada; badatel v oboru entomologie (majitel jedné z největších sbírek palearktických brouků v Evropě)",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=10623,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1850/02/17 00:00:00+00,1934/10/22 00:00:00+00,55,2023/08/17 00:00:00+00,{123E465F-4AB8-4641-9FF8-804014A3B197}
1847326.4558,6303636.3569,488,8341,Máša (Marie) Fleischerová,"koncertní a operní pěvkyně, učitelka zpěvu",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=20891,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1887/08/05 00:00:00+00,1950/04/04 00:00:00+00,63,2023/08/17 00:00:00+00,{7F16B3C7-9DD0-435F-A624-DC768A28DC0F}
1847095.4901,6304084.2509,489,8342,Miroslav Flodr,"univerzitní profesor, pedagog a vědecký pracovník v oboru pomocných věd historických, kodikologie, kampanologie a středověkých právních dějin Brna",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=26316,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1929/09/18 00:00:00+00,2015/08/31 00:00:00+00,64,2023/08/17 00:00:00+00,{B263A864-83F3-4204-8AE0-91ED2A1FC893}
1847046.7322,6303265.6271,490,8343,Erwin Freiwillig,"brněnská figurka, přezdívaná „Evžen Petrolín“",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=20964,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1914/12/13 00:00:00+00,1966/12/24 00:00:00+00,67,2023/08/17 00:00:00+00,{00E88588-6110-4F1E-8189-054D59062CE6}
1846878.3837,6303976.2679,491,8344,Bedřich Frejka,"ortoped, zakladatel ortopedické kliniky LF MU v Brně, spolupracovník Ústavu pro tělesné postižené v Brně-Králově Poli, organizátor ortopedické péče v Československu",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=3883,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1890/02/17 00:00:00+00,1972/01/10 00:00:00+00,57,2023/08/17 00:00:00+00,{5544184C-CFCC-4533-830D-D3513A64BE4A}
1847027.4962,6304073.7625,492,8345,Bohumil Frgala,sbormistr a pedagog,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=12777,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1897/03/21 00:00:00+00,1977/02/02 00:00:00+00,63,2023/08/17 00:00:00+00,{4A1CE509-9FA2-412F-A559-57207835B0D3}
1847264.6512,6303622.566,493,8346,Martin Fric,"správní úředník, ministerský rada",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=16141,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1855/10/30 00:00:00+00,1933/07/08 00:00:00+00,61,2023/08/17 00:00:00+00,{9A8CDC9D-8D3B-4EBB-906F-DE1D83A059BC}
1847082.321,6304147.0459,494,8347,Miroslav Fridrich,"skladatel, výtvarník a pedagog",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=12166,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1884/08/30 00:00:00+00,1964/10/16 00:00:00+00,63,2023/08/17 00:00:00+00,{70FAEAB6-708D-4165-9B89-2BE6CDDF335A}
1847114.0248,6303957.8112,495,8348,Bronislava Gabrielová,"historička umění, redaktorka
",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=14629,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1930/12/31 00:00:00+00,2005/01/14 00:00:00+00,58,2023/08/17 00:00:00+00,{B7F587D2-930E-4FEC-AF37-AB1A623959DF}
1847410.6579,6303527.256,496,8349,Guido Glück,"spisovatel, básník, dramatik, libretista, režisér, žurnalista, překladatel, vydavatel, antifašista",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=7812,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1882/01/07 00:00:00+00,1954/08/18 00:00:00+00,,2023/08/17 00:00:00+00,{76EE0B6C-3CFE-40B6-B17E-7C58CE33D270}
1846977.4692,6304060.5497,497,8350,Jiří Hadlač,akademický malíř a grafik,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=12182,2019/02/04 00:00:00+00,2020/04/01 00:00:00+00,,1927/09/08 00:00:00+00,1991/08/15 00:00:00+00,63,2023/08/17 00:00:00+00,{D9559B64-1BAA-49C7-8404-BA62A057AF0D}
1847317.4055,6303953.7589,498,8351,Marta Hartlová,starostka MČ Brno-sever v letech 1990–2004,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=6197,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1953/06/16 00:00:00+00,2004/09/29 00:00:00+00,61,2023/08/17 00:00:00+00,{2A690A4F-D98F-48C7-9168-F7AF31777958}
1847222.0158,6303773.3991,499,8352,Zdeněk Hartman,"loutkoherec, kritik, biolog",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=14044,2019/02/04 00:00:00+00,2023/03/24 00:00:00+00,,1935/10/20 00:00:00+00,1992/11/04 00:00:00+00,63,2023/08/17 00:00:00+00,{EC048A7B-8C1F-4D99-BB22-96DEECB486DE}
1847152.1406,6304104.3766,500,8353,Emanuel Hatlák,"žurnalista, besídkář moravský, divadelní činovník",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=5661,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1851/09/28 00:00:00+00,1897/06/19 00:00:00+00,58,2023/08/17 00:00:00+00,{3DFA4E5F-5971-4060-B25A-FB70BFCD2A8B}
1847354.4415,6303754.7726,501,8354,Vladimír Hawlík,"hudební skladatel, varhanní virtuos, ředitel kůru v katedrále sv. Petra a Pavla, profesor konzervatoře, učitel hudby v brněnském ústavu pro nevidomé",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=15935,2019/02/04 00:00:00+00,2023/06/13 00:00:00+00,,1911/03/29 00:00:00+00,1993/12/18 00:00:00+00,63,2023/08/17 00:00:00+00,{E9F9AC8B-C06E-4C10-A001-9B0B8C1441AC}
1847360.6197,6303836.4471,502,8356,Robert Hladký,"čelný představitel československé a světové otolaryngologie, dlouholetý přednosta otolaryngologické kliniky brněnské LF a její děkan v letech 1965–1970",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=3897,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1909/09/13 00:00:00+00,1985/01/22 00:00:00+00,56,2023/08/17 00:00:00+00,{C9D6D881-CC4D-414A-BCAF-11AF1DB12ECC}
1847258.64,6303549.6787,503,8357,Emil Hlavica,"akademický sochař, grafik, ilustrátor",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=11012,2019/02/04 00:00:00+00,2020/04/01 00:00:00+00,,1887/04/28 00:00:00+00,1952/04/07 00:00:00+00,63,2023/08/17 00:00:00+00,{E1588D98-D8B8-4C41-AC5E-365512EB42F6}
1847486.5444,6303894.1663,504,8358,Jakub Hodr,"katolický kněz, profesor teologie na bohosloveckém ústavu a vlastenecký buditel",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=3734,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1848/07/01 00:00:00+00,1927/03/09 00:00:00+00,53,2023/08/17 00:00:00+00,{6B6A58A5-4E38-4BDB-9359-8D8A2A2CFD4E}
1847073.883,6304155.5082,505,8359,Tomáš Holomek,"právník, plukovník - vojenský prokurátor, spoluzakladatel Svazu Cikánů-Romů (1969)",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31102,2019/02/04 00:00:00+00,2019/02/04 00:00:00+00,,1911/11/10 00:00:00+00,1988/10/25 00:00:00+00,67,2023/08/17 00:00:00+00,{B019F59C-3CD5-400C-ACB2-B1F2B8D4C3C3}
1847225.912,6303347.8928,506,8360,Josef Honzírek,"římskokatolický kněz, profesor náboženství na středních školách v Brně",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=32041,2019/02/06 00:00:00+00,2019/02/06 00:00:00+00,,1910/05/14 00:00:00+00,,52,2023/08/17 00:00:00+00,{7803924A-0C59-46B4-AF47-9690B0AEB9A0}
1847492.756,6303895.222,507,8361,Ludvík Horký,"apoštolský protonotář, děkan a prelát Královské stoliční kapituly sv. Petra a Pavla v Brně",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=6806,2019/02/06 00:00:00+00,2019/02/06 00:00:00+00,,1913/09/15 00:00:00+00,2008/01/05 00:00:00+00,52,2023/08/17 00:00:00+00,{FEE87968-C335-4B54-8A6C-F101215F1994}
1847219.5223,6303471.2248,508,8362,Pavel Horký,"římskokatolický kněz, děkan jihlavský",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=23883,2019/02/06 00:00:00+00,2019/02/06 00:00:00+00,,1950/12/05 00:00:00+00,2015/01/05 00:00:00+00,52,2023/08/17 00:00:00+00,{9BD05E52-6F0F-49B0-81A3-E02D11FCC094}
1847431.1629,6303821.6343,509,8363,Karel Hošek,"administrativní ředitel Filozofické fakulty Masarykovy univerzity v Brně, ruský legionář",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31786,2019/02/06 00:00:00+00,2019/02/06 00:00:00+00,,1891/01/05 00:00:00+00,1959/08/26 00:00:00+00,67,2023/08/17 00:00:00+00,{AC295A01-D4FF-41A9-A0BB-663527576836}
1847204.1268,6303882.4522,510,8364,Jakub Hradil,"řeckokatolický kněz, politický vězeň",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=17761,2019/02/06 00:00:00+00,2021/03/18 00:00:00+00,,1910/04/14 00:00:00+00,1986/11/05 00:00:00+00,52,2023/08/17 00:00:00+00,{693D7335-D87F-4F25-B122-4D53351B59DC}
1847400.4276,6303966.5969,511,8365,Eduard Hrbatý,"salesián, římskokatolický kněz",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=29347,2019/02/06 00:00:00+00,2019/02/06 00:00:00+00,,1923/08/15 00:00:00+00,2013/05/21 00:00:00+00,52,2023/08/17 00:00:00+00,{7DD884CC-791F-4884-B011-47ED32594216}
1846723.5383,6304075.8227,512,8366,Valentin Hrdlička,architekt,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=3814,2019/02/06 00:00:00+00,2020/07/29 00:00:00+00,,1880/02/08 00:00:00+00,1961/06/20 00:00:00+00,50,2023/08/17 00:00:00+00,{B2200A77-C36E-4E8D-856C-97825A72816C}
1847647.0782,6303243.1199,513,8367,Eduard Hrubeš,operní pěvec a hudební pedagog,https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=19619,2019/02/07 00:00:00+00,2019/02/07 00:00:00+00,,1914/06/01 00:00:00+00,1979/02/20 00:00:00+00,63,2023/08/17 00:00:00+00,{36020DE1-4359-4384-B168-D4B31BB29673}
1846991.4398,6303633.9052,514,8368,Karel Hudec,"zoolog a ekolog, ekologický ornitolog",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2411,2019/02/07 00:00:00+00,2019/02/07 00:00:00+00,,1927/11/18 00:00:00+00,2017/11/10 00:00:00+00,64,2023/08/17 00:00:00+00,{7368BE31-F7F2-4388-B464-A78950D1AFF5}
1846820.3974,6303990.4851,515,8370,Jan Húsek,"československý a slovanský etnograf, sociolog, dialektolog, středoškolský profesor",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=15411,2019/02/07 00:00:00+00,2019/02/07 00:00:00+00,,1884/10/17 00:00:00+00,1973/12/06 00:00:00+00,65,2023/08/17 00:00:00+00,{34012672-7F60-45C0-B289-9A306176B7B4}
1847076.1873,6303420.4548,516,8371,Jan Hybášek,"lékař; profesor a přednosta ORL kliniky nově založené Lékařské fakulty Univerzity Karlovy v Hradci Králové",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=27892,2019/02/07 00:00:00+00,2019/02/07 00:00:00+00,,1898/12/14 00:00:00+00,1981/12/29 00:00:00+00,,2023/08/17 00:00:00+00,{9177B83E-76AB-499A-A7F5-C02773D1A5E0}
1847395.3292,6303961.5059,517,8372,Václav Hynek,"salesián, římskokatolický kněz, perzekuce po roce 1948",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=28482,2019/02/07 00:00:00+00,2019/02/24 00:00:00+00,,1908/09/21 00:00:00+00,1993/09/15 00:00:00+00,52,2023/08/17 00:00:00+00,{56B5FEB7-A832-4AC8-B810-8EF1C3DF64AC}
1847168.627,6303358.6868,518,8374,Osvald Chlubna,"hudební skladatel, pedagog, organizátor hudebního života v Brně a Praze, propagátor Janáčkovy hudby",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=128,2019/02/07 00:00:00+00,2023/06/13 00:00:00+00,,1893/07/22 00:00:00+00,1971/10/30 00:00:00+00,63,2023/08/17 00:00:00+00,{D736F4DE-30C7-44FA-8B45-BDA16605BD74}
1847401.1178,6303926.3803,519,8375,Josef Illner,"hudební kritik a skladatel, organizátor českého hudebního života v Brně, zasloužil se o hasičství na Moravě a ve Slezsku",https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=5348,2019/02/07 00:00:00+00,2019/02/07 00:00:00+00,,1839/08/27 00:00:00+00,1894/02/06 00:00:00+00,63,2023/08/17 00:00:00+00,{4D039BA1-BD4E-4A4B-AC7F-BEC049D29F0C}
